Vysoká škola,Názov projektu,Identifikačné číslo projektu podľa zmluvy,Spôsob zverejnenia verejnej výzvy na podávanie súťažných návrhov,"Názov programu, v rámci ktorého získal projekt podporu","Názov inštitúcie, ktorá podporu poskytla",Rok začiatku riešenia projektu,Rok skončenia riešenia projektu,"Priezvisko, meno a tituly zodpovedného riešiteľa projektu","Názov pracoviska, na ktorom sa projekt riešil - riešitelia",Výška finančných prostriedkov v kategórii BV v období od 1.1. do 31.12.2021,Výška finančných prostriedkov v kategórii KV v období od 1.1. do 31.12.2021,Charakter grantov,A/N,Komentár CVTI SR
Univerzita Pavla Jozefa Šafárika v Košiciach,Exotické kvantové stavy nízkorozmerných spinových a elektrónových systémov,APVV-16-0186,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Strečka Jozef, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta ,"17,787.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Výskum zvyšovania energetickej účinnosti viacvalentných systémov na báze obnoviteľných zdrojov energií,APVV-16-0192,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Rimár Miroslav, CSc.","Technická univerzita v Košiciach - Fakulta výrobných technológií, Prešov ","37,201.00 €",0.00 €,Aplikovaný výskum,A,
,Vylepšovanie kognície a motorickej rehabilitácie s využitím zmiešanej reality,APVV-16-0202,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Farkaš Igor, PhD.","Ústav merania SAV, v. v. i.","13,050.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Vylepšovanie kognície a motorickej rehabilitácie s využitím zmiešanej reality,APVV-16-0202,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Farkaš Igor, PhD.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"5,474.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Vylepšovanie kognície a motorickej rehabilitácie s využitím zmiešanej reality,APVV-16-0202,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Farkaš Igor, PhD.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","12,860.00 €",0.00 €,Základný výskum,A,
Univerzita veterinárskeho lekárstva a farmácie v Košiciach,Terapeutická a preventívna rekolonizácia kožného ekosystému pri dermatitídach u koní,APVV-16-0203,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"MVDr. Styková Eva, PhD.",Univerzita veterinárskeho lekárstva a farmácie v Košiciach,0.00 €,0.00 €,Aplikovaný výskum,A,
Trnavská univerzita v Trnave,Identifikácia mechanizmov včasnej diagnostiky CAN syndrómu ,APVV-16-0205,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. PhDr. Mydlíková Eva , PhD.",Trnavská univerzita v Trnave - Fakulta zdravotníctva a sociálnej práce ,"25,715.00 €",0.00 €,Aplikovaný výskum,A,
,Genistein a estrogénová signalizácia: sľubná molekula zlepšujúca hojenie rán u postmenopauzálnych žien?,APVV-16-0207,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. PharmDr. Mučaji Pavel, PhD.","Východoslovenský ústav srdcových a cievnych chorôb, a.s.","11,760.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Genistein a estrogénová signalizácia: sľubná molekula zlepšujúca hojenie rán u postmenopauzálnych žien?,APVV-16-0207,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. PharmDr. Mučaji Pavel, PhD.",Univerzita Komenského v Bratislave,"17,732.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Cirkadiánna a ontogenetická regulácia miRNA u cicavcov.,APVV-16-0209,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Herichová Iveta, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"24,131.00 €",0.00 €,Základný výskum,A,
,Počítačový systém podpory rozhodovania pre hepatálnu encefalopatiu,APVV-16-0211,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Drotár Peter, PhD.","Centrum spoločenských a psychologických vied SAV, v. v. i.",486.00 €,0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Počítačový systém podpory rozhodovania pre hepatálnu encefalopatiu,APVV-16-0211,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Drotár Peter, PhD.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"23,881.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Počítačový systém podpory rozhodovania pre hepatálnu encefalopatiu,APVV-16-0211,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Drotár Peter, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach - Lekárska fakulta ,"12,740.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Znalostné prístupy k inteligentnej analýze veľkých dát,APVV-16-0213,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Paralič Ján, PhD.",Slovenská technická univerzita v Bratislave - Fakulta informatiky a informačných technológií ,"3,016.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Znalostné prístupy k inteligentnej analýze veľkých dát,APVV-16-0213,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Paralič Ján, PhD.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"12,214.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Moderné plazmové technológie pre ekologické poľnohospodárstvo a potravinárstvo,APVV-16-0216,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Zahoranová Anna, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"9,763.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Moderné plazmové technológie pre ekologické poľnohospodárstvo a potravinárstvo,APVV-16-0216,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Zahoranová Anna, PhD.",Univerzita Komenského v Bratislave,"21,691.00 €",0.00 €,Aplikovaný výskum,A,
,Identifikáca molekulárno-genetických determinantov apokrinnej sekrécie.,APVV-16-0219,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Farkaš Robert, CSc.",Biomedicínske centrum SAV - Ústav experimentálnej endokrinológie,"16,381.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Identifikáca molekulárno-genetických determinantov apokrinnej sekrécie.,APVV-16-0219,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Farkaš Robert, CSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"1,120.00 €",0.00 €,Základný výskum,A,
,Progresívne svetovo unikátne metódy testovania elektrických káblov pre potreby posudzovania zhody a overovania nemennosti ich parametrov ako stavebných výrobkov ,APVV-16-0223,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Martinka Jozef, PhD.",VUKI a.s.,"17,022.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Progresívne svetovo unikátne metódy testovania elektrických káblov pre potreby posudzovania zhody a overovania nemennosti ich parametrov ako stavebných výrobkov ,APVV-16-0223,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Martinka Jozef, PhD.","Slovenská technická univerzita v Bratislave - Materiálovotechnologická fakulta, Trnava ","20,001.00 €",0.00 €,Aplikovaný výskum,A,
,Funkčná a taxonomická diverzita mokradí a ich vzťah k ekosystémovým procesom,APVV-16-0236,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Svitok Marek, PhD.",Centrum biológie rastlín a biodiverzity SAV - Botanický ústav SAV,"1,625.00 €",0.00 €,Základný výskum,A,
Prešovská univerzita v Prešove,Funkčná a taxonomická diverzita mokradí a ich vzťah k ekosystémovým procesom,APVV-16-0236,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Svitok Marek, PhD.",Prešovská univerzita v Prešove - Fakulta humanitných a prírodných vied ,"1,460.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,Funkčná a taxonomická diverzita mokradí a ich vzťah k ekosystémovým procesom,APVV-16-0236,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Svitok Marek, PhD.",Technická univerzita vo Zvolene - Fakulta ekológie a environmentalistiky ,"4,787.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Funkčná a taxonomická diverzita mokradí a ich vzťah k ekosystémovým procesom,APVV-16-0236,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Svitok Marek, PhD.",Univerzita Mateja Bela v Banskej Bystrici - Fakulta prírodných vied ,"3,645.00 €",0.00 €,Základný výskum,A,
,Využitie blokátorov vápnikových transportérov ako potecionálne chemoterapeutiká pri liečbe solidnych tumorov,APVV-16-0246,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Križanová Oľga, CSc., DrSc.","Biomedicínske centrum SAV, v. v. i.","32,340.00 €",0.00 €,Základný výskum,A,
,Vývoj metodiky hodnotenia ekologického potenciálu výrazne zmenených vodných útvarov (HMWB) na základe ichtyocenóz,APVV-16-0253,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Kováč Vladimír, CSc.",Výskumný ústav vodného hospodárstva,"3,855.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Vývoj metodiky hodnotenia ekologického potenciálu výrazne zmenených vodných útvarov (HMWB) na základe ichtyocenóz,APVV-16-0253,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Kováč Vladimír, CSc.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"6,683.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Vývoj metodiky hodnotenia ekologického potenciálu výrazne zmenených vodných útvarov (HMWB) na základe ichtyocenóz,APVV-16-0253,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Kováč Vladimír, CSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"23,354.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Kryštalizáciou-indukovaná asymetrická transformácia v syntéze biologicky účinných látok,APVV-16-0258,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Jakubec Pavol, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"23,620.00 €",0.00 €,Základný výskum,A,
,Výskum magnetických foriem železa v rozvoji kardiovaskulárnych chorôb a porúch správania ,APVV-16-0263,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bernátová Iveta, DrSc.","Centrum experimentálnej medicíny SAV, v. v. i. - Ústav normálnej a patologickej fyziologie","22,000.00 €",0.00 €,Základný výskum,A,
,Výskum magnetických foriem železa v rozvoji kardiovaskulárnych chorôb a porúch správania ,APVV-16-0263,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bernátová Iveta, DrSc.","Ústav merania SAV, v. v. i.","7,000.00 €",0.00 €,Základný výskum,A,
,Výskum magnetických foriem železa v rozvoji kardiovaskulárnych chorôb a porúch správania ,APVV-16-0263,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bernátová Iveta, DrSc.",Ústav normálnej a patologickej fyziológie SAV,0.00 €,0.00 €,Základný výskum,A,
,Výskum magnetických foriem železa v rozvoji kardiovaskulárnych chorôb a porúch správania ,APVV-16-0263,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bernátová Iveta, DrSc.",Ústav pre výskum srdca SAV,0.00 €,0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Výskum magnetických foriem železa v rozvoji kardiovaskulárnych chorôb a porúch správania ,APVV-16-0263,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Bernátová Iveta, DrSc.",Univerzita Komenského v Bratislave - Lekárska fakulta ,"5,000.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Inteligentý pohon s päťfázovým asynchrónným motorom,APVV-16-0270,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Záskalický Pavel, CSc.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"22,809.00 €",0.00 €,Aplikovaný výskum,A,
,Využitie hydromelioračných stavieb na zmiernenie negatívnych účinkov extrémnych hydrologických javov vplývajúcich na kvalitu vodných útvarov v poľnohospodárskej krajine,APVV-16-0278,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Jurík Ľuboš, PhD.",Výskumný ústav vodného hospodárstva,"9,754.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská poľnohospodárska univerzita v Nitre,Využitie hydromelioračných stavieb na zmiernenie negatívnych účinkov extrémnych hydrologických javov vplývajúcich na kvalitu vodných útvarov v poľnohospodárskej krajine,APVV-16-0278,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Jurík Ľuboš, PhD.",Slovenská poľnohospodárska univerzita v Nitre - Fakulta záhradníctva a krajinného inžinierstva ,"18,075.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Využitie hydromelioračných stavieb na zmiernenie negatívnych účinkov extrémnych hydrologických javov vplývajúcich na kvalitu vodných útvarov v poľnohospodárskej krajine,APVV-16-0278,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Jurík Ľuboš, PhD.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"8,762.00 €",0.00 €,Aplikovaný výskum,A,
Žilinská univerzita v Žiline,Výskum a vývoj multikriteriálnej diagnostiky výrobných strojov a zariadení na báze implementácie metód umelej inteligencie,APVV-16-0283,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,prof. Dr. Ing. Kuric Ivan,Žilinská univerzita v Žiline - Strojnícka fakulta ,"17,809.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Nové metódy pre systémy zvyšovania bezpečnosti jadrového palivového cyklu,APVV-16-0288,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Nečas Vladimír, PhD.",Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky ,"38,100.00 €",0.00 €,Základný výskum,A,
Slovenská poľnohospodárska univerzita v Nitre,Aspekty cytoprotektivity a cytotoxicity bioaktívnych látok v rôznych podmienkach  ,APVV-16-0289,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. MVDr. Massányi Peter, DrSc.",Slovenská poľnohospodárska univerzita v Nitre - Fakulta biotechnológie a potravinárstva ,"39,998.00 €",0.00 €,Základný výskum,A,
,Identifikácia environmentálnej zraniteľnosti a adaptívneho potenciálu populácií smreka (Picea abies Karst. L.) v podmienkach meniacej sa klímy.,APVV-16-0306,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Ditmarová Ľubica, PhD.","Ústav ekológie lesa SAV, v. v. i.","11,607.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,Identifikácia environmentálnej zraniteľnosti a adaptívneho potenciálu populácií smreka (Picea abies Karst. L.) v podmienkach meniacej sa klímy.,APVV-16-0306,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Ditmarová Ľubica, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"15,011.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum a vývoj priemyselných biokatalyzátorov na prípravu špeciálnych biochemikálií,APVV-16-0314,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. Ing. Rosenberg Michal, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"33,161.00 €",0.00 €,Aplikovaný výskum,A,
,Extrémne prejavy zmeny klímy a ich dopady na rast a produkciu lesných porastov,APVV-16-0325,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Sitková Zuzana, PhD.",Národné lesnícke centrum,"12,995.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Extrémne prejavy zmeny klímy a ich dopady na rast a produkciu lesných porastov,APVV-16-0325,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"Ing. Sitková Zuzana, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"9,281.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Nové retardéry horenia dreva na báze prírodných zlúčenín a nanočastíc,APVV-16-0326,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"prof. RNDr. Kačík František, PhD.",Technická univerzita vo Zvolene,"37,867.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Integrovanie v kontexte zovšeobecnených mier,APVV-16-0337,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. RNDr. Hutník Ondrej, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta ,"18,502.00 €",0.00 €,Základný výskum,A,
,Vplyv liečby komorbidít na tumorigenézu a úloha nádorového mikroprostredia v tomto procese,APVV-16-0343,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Baráthová Monika, PhD.","Biomedicínske centrum SAV, v. v. i. - Virologický ústav","33,195.00 €",0.00 €,Základný výskum,A,
,Vplyv liečby komorbidít na tumorigenézu a úloha nádorového mikroprostredia v tomto procese,APVV-16-0343,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"RNDr. Baráthová Monika, PhD.",Národný onkologický ústav,"5,000.00 €",0.00 €,Základný výskum,A,
,Energetický potenciál primárnej produkcie nadzemnej dendromasy lesných porastov,APVV-16-0344,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Petráš Rudolf, CSc.",Národné lesnícke centrum,"15,653.00 €",0.00 €,Aplikovaný výskum,A,
,Energetický potenciál primárnej produkcie nadzemnej dendromasy lesných porastov,APVV-16-0344,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"doc. Ing. Petráš Rudolf, CSc.","Ústav ekológie lesa SAV, v. v. i.","4,749.00 €",0.00 €,Aplikovaný výskum,A,
,Súčasné obrazy socializmu,APVV-16-0345,https://site.apvv.sk/Grant/Grant/Detail/84,APVV-16,APVV,2017,2021,"PhDr. Vrzgulová Monika, CSc.","Ústav etnológie a sociálnej antropológie Slovenskej akadémie vied, v. v. i.","31,420.00 €",0.00 €,Základný výskum,A,
